CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,,,,,
less_0,47,credits_paid_to_date,car_new,10722,less_100,less_1,1,female,none,1,real_estate,35,none,own,1,unskilled,1,yes,yes,,,,,
less_0,48,credits_paid_to_date,car_used,4788,less_100,4_to_7,4,male,none,3,savings_insurance,26,none,own,1,skilled,2,none,yes,,,,,
0_to_200,48,prior_payments_delayed,other,7582,100_to_500,unemployed,2,male,none,4,unknown,31,none,free,1,management_self-employed,1,yes,yes,,,,,
0_to_200,12,credits_paid_to_date,radio_tv,1092,less_100,1_to_4,4,female,guarantor,4,real_estate,49,none,own,2,skilled,1,yes,yes,,,,,
no_checking,12,credits_paid_to_date,business,1076,less_100,1_to_4,2,male,none,2,real_estate,26,none,own,1,skilled,1,yes,no,,,,,
less_0,24,outstanding_credit,car_used,6419,less_100,greater_7,2,female,none,4,unknown,44,none,free,2,management_self-employed,2,yes,yes,,,,,
greater_200,42,outstanding_credit,car_used,4796,less_100,greater_7,4,male,none,4,unknown,56,none,free,1,skilled,1,none,yes,,,,,
no_checking,13,credits_paid_to_date,car_used,2503,less_100,less_1,3,male,none,2,car_other,26,none,rent,1,skilled,1,none,no,,,,,
greater_200,22,outstanding_credit,appliances,3964,unknown,4_to_7,4,female,co-applicant,4,car_other,57,none,free,3,skilled,1,yes,yes,,,,,
no_checking,14,outstanding_credit,appliances,1680,100_to_500,greater_7,4,male,none,3,car_other,47,none,own,1,management_self-employed,1,none,yes,,,,,
0_to_200,23,outstanding_credit,car_used,2688,greater_1000,4_to_7,3,male,none,4,savings_insurance,38,none,rent,1,skilled,1,none,yes,,,,,
less_0,22,no_credits,furniture,1822,less_100,1_to_4,3,female,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,,,,,
no_checking,48,outstanding_credit,business,7629,unknown,greater_7,4,male,none,2,car_other,46,bank,own,2,management_self-employed,2,none,yes,,,,,
no_checking,12,credits_paid_to_date,car_used,4675,unknown,less_1,1,female,none,4,car_other,20,none,rent,1,skilled,1,none,yes,,,,,
no_checking,10,credits_paid_to_date,car_new,1287,unknown,greater_7,4,male,co-applicant,2,savings_insurance,45,none,own,1,unskilled,1,none,no,,,,,
no_checking,18,credits_paid_to_date,furniture,2515,less_100,1_to_4,3,male,none,4,real_estate,43,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,21,outstanding_credit,furniture,2745,greater_1000,4_to_7,3,male,none,2,car_other,32,none,own,2,skilled,1,yes,yes,,,,,
no_checking,6,credits_paid_to_date,car_new,672,less_100,unemployed,1,female,none,4,real_estate,54,none,own,1,unemployed,1,yes,yes,,,,,
less_0,10,outstanding_credit,car_new,1038,less_100,4_to_7,4,male,co-applicant,3,savings_insurance,49,none,own,2,skilled,1,yes,yes,,,,,
no_checking,6,credits_paid_to_date,furniture,1543,greater_1000,1_to_4,4,male,none,2,real_estate,33,none,own,1,skilled,1,none,yes,,,,,
no_checking,30,credits_paid_to_date,car_used,4811,unknown,4_to_7,2,female,none,4,savings_insurance,24,stores,rent,1,unskilled,1,none,yes,,,,,
0_to_200,29,credits_paid_to_date,radio_tv,5536,less_100,4_to_7,3,female,none,3,unknown,52,stores,own,2,skilled,1,yes,yes,,,,,
less_0,21,credits_paid_to_date,car_new,784,500_to_1000,1_to_4,3,male,none,1,savings_insurance,31,stores,own,2,skilled,1,none,yes,,,,,
no_checking,29,prior_payments_delayed,car_used,6490,100_to_500,less_1,4,male,none,3,savings_insurance,50,none,own,2,management_self-employed,1,none,yes,,,,,
greater_200,23,prior_payments_delayed,car_used,3161,greater_1000,4_to_7,2,male,none,2,car_other,46,none,own,2,skilled,1,yes,yes,,,,,
no_checking,34,outstanding_credit,repairs,6373,500_to_1000,greater_7,5,male,co-applicant,5,unknown,48,none,free,2,management_self-employed,1,yes,yes,,,,,
0_to_200,21,credits_paid_to_date,furniture,2664,less_100,1_to_4,2,male,none,3,car_other,40,none,rent,1,skilled,1,none,yes,,,,,
no_checking,33,prior_payments_delayed,vacation,7651,unknown,greater_7,4,male,co-applicant,3,car_other,46,none,own,2,skilled,2,yes,yes,,,,,
no_checking,39,outstanding_credit,radio_tv,9771,greater_1000,greater_7,5,female,co-applicant,4,unknown,56,none,free,3,skilled,2,yes,yes,,,,,
no_checking,20,outstanding_credit,radio_tv,5075,unknown,greater_7,5,male,none,4,unknown,60,none,free,2,skilled,2,yes,no,,,,,
less_0,16,credits_paid_to_date,vacation,1216,less_100,less_1,2,male,none,3,real_estate,29,none,own,1,management_self-employed,1,none,yes,,,,,
0_to_200,9,credits_paid_to_date,car_new,276,less_100,1_to_4,4,male,none,4,real_estate,22,none,rent,1,unskilled,1,none,yes,,,,,
0_to_200,48,credits_paid_to_date,other,5381,unknown,unemployed,3,male,none,4,unknown,40,bank,free,1,unemployed,1,yes,yes,,,,,
no_checking,24,credits_paid_to_date,furniture,5511,100_to_500,1_to_4,4,male,none,1,car_other,25,stores,own,1,skilled,1,none,yes,,,,,
greater_200,24,credits_paid_to_date,furniture,3749,less_100,less_1,2,female,none,4,car_other,26,none,own,1,skilled,1,none,yes,,,,,
greater_200,4,credits_paid_to_date,car_new,1494,unknown,less_1,1,male,none,2,real_estate,29,none,own,1,unskilled,2,none,no,,,,,
less_0,12,credits_paid_to_date,furniture,708,less_100,1_to_4,2,male,guarantor,3,savings_insurance,38,none,own,1,unskilled,2,none,yes,,,,,
0_to_200,24,credits_paid_to_date,furniture,4351,unknown,1_to_4,1,female,none,4,savings_insurance,48,none,own,1,unskilled,1,yes,yes,,,,,
no_checking,12,outstanding_credit,education,701,less_100,1_to_4,4,male,none,2,car_other,32,none,own,2,skilled,1,none,yes,,,,,
less_0,15,prior_payments_delayed,furniture,3643,less_100,greater_7,1,female,none,4,savings_insurance,27,none,own,2,unskilled,1,none,yes,,,,,
less_0,24,credits_paid_to_date,car_used,2910,less_100,4_to_7,2,male,none,1,unknown,34,none,free,1,management_self-employed,1,yes,yes,,,,,
less_0,18,credits_paid_to_date,furniture,2659,greater_1000,1_to_4,4,male,none,2,car_other,28,none,own,1,skilled,1,none,yes,,,,,
no_checking,18,outstanding_credit,car_new,1028,less_100,1_to_4,4,female,none,3,real_estate,36,none,own,2,skilled,1,none,yes,,,,,
less_0,8,outstanding_credit,car_new,3398,less_100,4_to_7,1,male,none,4,real_estate,39,none,own,2,unskilled,1,none,no,,,,,
less_0,8,all_credits_paid_back,radio_tv,2359,less_100,1_to_4,2,female,none,2,car_other,29,bank,rent,1,unemployed,1,none,yes,,,,,
no_checking,13,prior_payments_delayed,radio_tv,7020,100_to_500,1_to_4,3,male,co-applicant,2,unknown,45,stores,own,1,unskilled,1,yes,yes,,,,,
no_checking,26,all_credits_paid_back,appliances,5232,less_100,1_to_4,3,male,none,3,real_estate,26,stores,own,1,unskilled,1,none,yes,,,,,
greater_200,10,credits_paid_to_date,car_new,895,less_100,1_to_4,3,male,none,2,real_estate,31,none,own,1,management_self-employed,1,none,yes,,,,,
no_checking,22,credits_paid_to_date,furniture,7569,greater_1000,4_to_7,3,female,none,4,unknown,54,stores,rent,2,unskilled,2,none,yes,,,,,
0_to_200,20,credits_paid_to_date,appliances,250,less_100,1_to_4,3,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,,,,,
no_checking,12,outstanding_credit,furniture,5801,unknown,greater_7,2,male,none,4,savings_insurance,49,none,rent,1,skilled,1,yes,yes,,,,,
no_checking,24,credits_paid_to_date,car_new,1525,greater_1000,4_to_7,4,female,none,3,car_other,34,none,own,1,skilled,2,yes,yes,,,,,
greater_200,36,credits_paid_to_date,radio_tv,4473,less_100,greater_7,4,male,none,2,car_other,31,none,own,1,skilled,1,none,yes,,,,,
0_to_200,6,credits_paid_to_date,radio_tv,1068,less_100,greater_7,4,male,none,4,car_other,28,none,own,1,skilled,2,none,yes,,,,,
less_0,24,outstanding_credit,car_used,6615,less_100,unemployed,2,male,none,4,unknown,75,none,free,2,management_self-employed,1,yes,yes,,,,,
0_to_200,13,credits_paid_to_date,radio_tv,2101,less_100,less_1,2,female,guarantor,4,savings_insurance,23,none,own,1,unskilled,1,none,yes,,,,,
less_0,24,credits_paid_to_date,furniture,4169,less_100,1_to_4,4,male,none,4,savings_insurance,28,none,own,1,skilled,1,none,yes,,,,,
0_to_200,10,credits_paid_to_date,furniture,1521,less_100,1_to_4,4,male,none,2,car_other,31,none,own,1,unskilled,1,none,yes,,,,,
0_to_200,24,outstanding_credit,education,5743,less_100,less_1,2,female,none,4,unknown,24,none,free,2,skilled,1,yes,yes,,,,,
less_0,21,credits_paid_to_date,furniture,3599,less_100,4_to_7,1,female,none,4,car_other,26,none,rent,1,unskilled,1,none,yes,,,,,
0_to_200,18,credits_paid_to_date,radio_tv,3213,500_to_1000,less_1,1,male,none,3,real_estate,25,none,rent,1,skilled,1,none,yes,,,,,
less_0,11,prior_payments_delayed,furniture,1546,500_to_1000,4_to_7,3,male,none,3,savings_insurance,28,none,own,2,skilled,1,yes,yes,,,,,
no_checking,36,prior_payments_delayed,appliances,7315,greater_1000,greater_7,5,male,none,4,unknown,58,none,free,2,skilled,1,yes,yes,,,,,
0_to_200,16,credits_paid_to_date,furniture,3881,less_100,less_1,2,female,co-applicant,3,savings_insurance,43,none,own,1,skilled,1,yes,yes,,,,,
no_checking,52,outstanding_credit,appliances,6519,greater_1000,4_to_7,3,male,co-applicant,4,car_other,46,none,own,2,skilled,1,yes,yes,,,,,
no_checking,49,outstanding_credit,radio_tv,6731,greater_1000,4_to_7,5,male,co-applicant,4,car_other,27,none,free,2,skilled,1,none,yes,,,,,
0_to_200,24,all_credits_paid_back,appliances,3822,500_to_1000,4_to_7,4,male,none,2,car_other,30,none,own,1,skilled,1,none,yes,,,,,
no_checking,31,prior_payments_delayed,appliances,5629,greater_1000,greater_7,3,female,none,4,car_other,43,none,own,2,skilled,1,none,yes,,,,,
no_checking,15,outstanding_credit,car_used,4212,100_to_500,4_to_7,4,male,none,3,car_other,38,none,own,1,management_self-employed,1,yes,yes,,,,,
0_to_200,18,credits_paid_to_date,business,4439,less_100,greater_7,1,male,co-applicant,1,real_estate,33,bank,own,1,management_self-employed,1,yes,yes,,,,,
greater_200,10,credits_paid_to_date,car_new,3949,less_100,less_1,1,male,guarantor,1,savings_insurance,37,none,own,1,unskilled,2,none,yes,,,,,
no_checking,15,outstanding_credit,radio_tv,1459,less_100,1_to_4,4,female,none,2,car_other,43,none,own,1,unskilled,1,none,yes,,,,,
0_to_200,13,outstanding_credit,radio_tv,882,less_100,less_1,4,male,guarantor,4,real_estate,23,none,own,2,skilled,1,none,yes,,,,,
0_to_200,24,credits_paid_to_date,radio_tv,3758,500_to_1000,unemployed,1,female,none,4,unknown,23,none,rent,1,unemployed,1,none,yes,,,,,
less_0,14,all_credits_paid_back,car_new,3692,less_100,unemployed,1,female,none,1,real_estate,21,stores,own,1,skilled,1,none,yes,,,,,
greater_200,24,credits_paid_to_date,car_used,3496,100_to_500,4_to_7,3,female,none,3,savings_insurance,41,none,own,2,skilled,1,none,yes,,,,,
greater_200,34,prior_payments_delayed,radio_tv,3532,500_to_1000,4_to_7,3,female,none,4,unknown,45,stores,free,2,unskilled,2,yes,yes,,,,,
greater_200,32,prior_payments_delayed,furniture,6049,100_to_500,4_to_7,4,male,none,4,car_other,41,none,own,2,skilled,1,none,yes,,,,,
0_to_200,25,outstanding_credit,appliances,4519,100_to_500,4_to_7,3,male,none,4,car_other,34,none,own,1,skilled,1,yes,yes,,,,,
no_checking,25,outstanding_credit,furniture,2160,unknown,greater_7,4,male,none,5,car_other,32,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,16,credits_paid_to_date,retraining,3231,less_100,1_to_4,2,female,co-applicant,2,real_estate,33,none,own,1,skilled,1,none,yes,,,,,
no_checking,27,prior_payments_delayed,vacation,4907,500_to_1000,4_to_7,4,female,none,4,unknown,38,none,own,2,skilled,1,yes,yes,,,,,
no_checking,37,outstanding_credit,appliances,3072,500_to_1000,greater_7,3,female,none,3,car_other,34,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,17,credits_paid_to_date,car_new,3321,less_100,unemployed,3,female,none,3,savings_insurance,30,none,own,2,skilled,1,yes,yes,,,,,
0_to_200,14,prior_payments_delayed,furniture,4140,greater_1000,4_to_7,4,male,none,3,savings_insurance,35,none,own,3,skilled,1,none,yes,,,,,
no_checking,36,prior_payments_delayed,education,6489,500_to_1000,1_to_4,4,male,none,3,savings_insurance,37,none,own,1,skilled,1,yes,yes,,,,,
less_0,10,prior_payments_delayed,retraining,5576,less_100,4_to_7,4,female,none,3,car_other,33,bank,own,1,unskilled,1,none,yes,,,,,
0_to_200,15,credits_paid_to_date,car_new,1733,less_100,less_1,2,female,none,2,real_estate,31,bank,rent,1,unskilled,1,none,yes,,,,,
no_checking,6,prior_payments_delayed,business,1743,100_to_500,1_to_4,1,male,none,2,real_estate,34,none,own,2,unskilled,1,none,yes,,,,,
no_checking,9,credits_paid_to_date,appliances,1236,less_100,less_1,1,female,none,4,real_estate,23,none,rent,1,skilled,1,yes,yes,,,,,
no_checking,18,outstanding_credit,car_used,3229,unknown,unemployed,2,male,none,4,unknown,38,none,own,1,management_self-employed,1,yes,yes,,,,,
no_checking,12,credits_paid_to_date,radio_tv,776,less_100,1_to_4,4,male,none,2,real_estate,28,none,own,1,skilled,1,none,yes,,,,,
0_to_200,18,credits_paid_to_date,education,1239,unknown,1_to_4,4,male,none,4,unknown,61,none,free,1,skilled,1,none,yes,,,,,
greater_200,12,credits_paid_to_date,radio_tv,3399,unknown,greater_7,2,male,none,3,car_other,37,none,own,1,management_self-employed,1,none,yes,,,,,
greater_200,12,prior_payments_delayed,car_new,2247,less_100,1_to_4,2,female,none,2,car_other,36,stores,own,2,skilled,1,yes,yes,,,,,
no_checking,6,credits_paid_to_date,furniture,1766,less_100,1_to_4,1,male,none,2,savings_insurance,21,none,rent,1,skilled,1,none,yes,,,,,
0_to_200,20,credits_paid_to_date,car_new,2968,less_100,less_1,1,male,none,2,savings_insurance,33,none,own,2,skilled,1,none,yes,,,,,
greater_200,20,outstanding_credit,car_used,3074,100_to_500,4_to_7,4,female,guarantor,4,car_other,48,none,free,2,skilled,1,yes,yes,,,,,
0_to_200,30,credits_paid_to_date,car_used,3000,greater_1000,1_to_4,3,female,none,2,real_estate,32,none,own,1,skilled,1,none,yes,,,,,
less_0,22,credits_paid_to_date,car_new,1353,less_100,4_to_7,2,male,none,3,savings_insurance,29,stores,own,2,skilled,1,none,no,,,,,
no_checking,8,credits_paid_to_date,appliances,3639,500_to_1000,less_1,2,female,none,3,real_estate,31,none,own,1,skilled,1,none,yes,,,,,
0_to_200,21,credits_paid_to_date,furniture,2902,less_100,1_to_4,3,male,none,2,real_estate,29,none,own,2,skilled,1,none,yes,,,,,
greater_200,23,credits_paid_to_date,car_used,2963,greater_1000,greater_7,4,female,none,4,car_other,46,none,own,2,skilled,1,none,yes,,,,,
no_checking,26,prior_payments_delayed,car_used,4660,100_to_500,1_to_4,3,female,guarantor,4,savings_insurance,60,none,own,2,skilled,1,yes,yes,,,,,
no_checking,28,outstanding_credit,appliances,7136,greater_1000,4_to_7,4,male,none,3,unknown,51,none,own,2,skilled,2,yes,yes,,,,,
no_checking,36,outstanding_credit,appliances,7352,greater_1000,greater_7,4,male,co-applicant,5,unknown,36,stores,own,1,unskilled,2,yes,yes,,,,,
0_to_200,28,credits_paid_to_date,car_used,723,less_100,4_to_7,3,male,none,2,savings_insurance,37,stores,rent,1,skilled,1,none,yes,,,,,
no_checking,12,credits_paid_to_date,business,1542,less_100,4_to_7,2,male,none,4,car_other,36,none,own,1,skilled,1,yes,yes,,,,,
no_checking,18,outstanding_credit,car_used,3850,less_100,4_to_7,3,male,none,1,car_other,27,none,own,2,skilled,1,none,yes,,,,,
less_0,18,credits_paid_to_date,furniture,3650,less_100,less_1,1,female,none,4,car_other,22,none,rent,1,skilled,1,none,yes,,,,,
0_to_200,18,credits_paid_to_date,furniture,3001,less_100,4_to_7,2,female,none,4,real_estate,40,none,rent,1,skilled,1,none,yes,,,,,
no_checking,36,credits_paid_to_date,car_new,3079,unknown,1_to_4,4,male,none,4,real_estate,36,none,own,1,skilled,1,none,yes,,,,,
no_checking,18,outstanding_credit,radio_tv,6070,less_100,greater_7,3,male,none,4,car_other,33,none,own,2,skilled,1,yes,yes,,,,,
no_checking,10,outstanding_credit,furniture,2146,less_100,less_1,1,female,none,3,real_estate,23,none,rent,2,skilled,1,none,yes,,,,,
no_checking,60,outstanding_credit,car_new,13756,unknown,greater_7,2,male,none,4,unknown,63,bank,free,1,management_self-employed,1,yes,yes,,,,,
no_checking,18,prior_payments_delayed,radio_tv,2320,less_100,unemployed,2,male,none,3,real_estate,34,none,own,2,skilled,1,none,yes,,,,,
no_checking,7,prior_payments_delayed,radio_tv,846,unknown,greater_7,3,male,none,4,unknown,36,none,free,1,skilled,1,none,yes,,,,,
no_checking,6,outstanding_credit,car_new,362,100_to_500,1_to_4,4,female,none,4,car_other,52,none,own,2,unskilled,1,none,yes,,,,,
less_0,20,credits_paid_to_date,furniture,2212,unknown,4_to_7,4,male,none,4,car_other,39,none,own,1,skilled,1,yes,yes,,,,,
no_checking,22,credits_paid_to_date,car_new,1283,unknown,4_to_7,4,female,none,4,savings_insurance,25,none,rent,1,skilled,1,none,yes,,,,,
greater_200,12,credits_paid_to_date,car_new,1330,less_100,less_1,4,male,none,1,real_estate,26,none,own,1,skilled,1,none,yes,,,,,
no_checking,11,credits_paid_to_date,appliances,4652,greater_1000,4_to_7,4,male,none,4,car_other,35,stores,rent,1,unskilled,1,yes,yes,,,,,
0_to_200,12,prior_payments_delayed,radio_tv,250,500_to_1000,less_1,2,female,none,2,real_estate,35,none,own,1,skilled,1,none,yes,,,,,
less_0,11,all_credits_paid_back,car_new,716,less_100,unemployed,1,male,none,2,real_estate,38,stores,own,1,skilled,1,none,yes,,,,,
no_checking,30,prior_payments_delayed,business,7542,100_to_500,4_to_7,5,male,none,4,unknown,55,none,free,2,management_self-employed,2,yes,yes,,,,,
0_to_200,15,prior_payments_delayed,car_used,876,greater_1000,greater_7,3,male,co-applicant,2,savings_insurance,38,stores,own,1,skilled,1,none,yes,,,,,
no_checking,30,prior_payments_delayed,business,4272,100_to_500,1_to_4,2,male,none,2,savings_insurance,26,none,own,2,unskilled,1,none,yes,,,,,
no_checking,18,outstanding_credit,radio_tv,2238,less_100,1_to_4,2,female,none,1,car_other,25,none,own,2,skilled,1,none,yes,,,,,
no_checking,18,credits_paid_to_date,radio_tv,1126,unknown,less_1,4,female,none,2,real_estate,21,none,rent,1,skilled,1,yes,yes,,,,,
0_to_200,18,outstanding_credit,furniture,7374,less_100,unemployed,4,male,none,4,savings_insurance,40,stores,own,2,management_self-employed,1,yes,yes,,,,,
0_to_200,15,outstanding_credit,business,2326,500_to_1000,1_to_4,2,male,none,4,car_other,27,bank,own,1,skilled,1,none,yes,,,,,
no_checking,9,credits_paid_to_date,business,1449,less_100,4_to_7,3,female,none,2,car_other,27,none,own,2,skilled,1,none,yes,,,,,
no_checking,18,credits_paid_to_date,car_new,1820,less_100,1_to_4,2,male,none,2,savings_insurance,30,none,own,1,management_self-employed,1,yes,yes,,,,,
0_to_200,12,credits_paid_to_date,furniture,983,greater_1000,less_1,1,female,none,4,real_estate,19,none,rent,1,unskilled,1,none,yes,,,,,
less_0,36,credits_paid_to_date,car_new,3249,less_100,4_to_7,2,male,none,4,unknown,39,bank,free,1,management_self-employed,2,yes,yes,,,,,
less_0,25,prior_payments_delayed,radio_tv,4531,less_100,less_1,3,male,none,3,car_other,27,none,own,2,skilled,1,yes,yes,,,,,
0_to_200,14,no_credits,car_used,3942,less_100,less_1,3,male,none,3,savings_insurance,24,none,own,1,skilled,1,none,yes,,,,,
no_checking,30,outstanding_credit,furniture,4864,unknown,greater_7,4,male,co-applicant,5,unknown,48,none,own,2,skilled,2,yes,yes,,,,,
less_0,9,all_credits_paid_back,car_new,250,100_to_500,less_1,2,male,none,2,savings_insurance,20,none,own,2,skilled,1,none,yes,,,,,
greater_200,19,credits_paid_to_date,furniture,4480,less_100,1_to_4,3,male,none,2,car_other,42,none,own,2,skilled,2,yes,yes,,,,,
0_to_200,14,prior_payments_delayed,radio_tv,3656,less_100,1_to_4,3,male,none,4,car_other,47,none,rent,1,management_self-employed,1,none,yes,,,,,
no_checking,25,outstanding_credit,appliances,5862,500_to_1000,greater_7,4,male,guarantor,5,car_other,59,none,free,2,skilled,1,yes,yes,,,,,
less_0,4,all_credits_paid_back,education,250,less_100,unemployed,1,female,none,1,real_estate,33,bank,rent,1,unskilled,1,none,yes,,,,,
